customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,network_quality,complaint_text,Churn
PKTLC-D3D19C,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),56.28,4135.5,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-E3439F,Female,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,62.29,128.3,1,Auto-renewal charged me even after I submitted a cancellation request.,Yes
PKTLC-4F4994,Female,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,87.04,4947.24,2,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-8554FC,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.74,772.0,1,Balance deducted automatically without activating any service.,No
PKTLC-ABE5A4,Male,1,Yes,No,11,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.28,907.28,2,Support team was helpful and resolved my issue quickly.,No
PKTLC-D0BF51,Female,1,No,No,16,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,69.17,1122.26,1,Signal completely disappears during rain. This is not acceptable.,No
PKTLC-D5E049,Male,1,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.86,180.48,0,No complaints at the moment. Service is working as expected.,Yes
PKTLC-0058A3,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,72.57,4602.98,2,Overall satisfied with the service. No major issues at this point.,No
PKTLC-F27226,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,40.3,1598.96,1,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-E8B913,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,90.41,653.33,2,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-9F37A8,Female,0,No,No,61,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),47.86,3047.9,1,Support resolved my query within a reasonable amount of time.,No
PKTLC-C7E7FC,Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),83.21,5636.28,1,Bill amount is much higher than what was promised at the time of joining.,No
PKTLC-5DDFB4,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.32,2666.45,1,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-252B48,Female,0,No,No,64,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),56.57,3368.72,1,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-EDE8C5,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.55,1036.58,0,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-0E217A,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,86.5,1154.77,2,Support team was helpful and resolved my issue quickly.,No
PKTLC-787DE9,Female,1,Yes,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.76,396.09,1,Agent could not understand my issue and ended up disconnecting the call.,Yes
PKTLC-DE1DD1,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,90.4,1802.16,2,Service has improved compared to last year. Good progress overall.,Yes
PKTLC-07BE89,Female,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.52,1829.49,2,Internet speed is average. Support team could use better training.,No
PKTLC-1B17A0,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.79,851.7,2,Service quality is acceptable but the billing statement is hard to read.,No
PKTLC-13A272,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,66.92,445.16,1,Service is generally fine. Minor issues occur occasionally.,Yes
PKTLC-167FC9,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,83.61,4007.79,2,Price is fair but I wish the app was more user friendly.,No
PKTLC-22C0F2,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,61.07,2466.7,1,Support team was helpful and resolved my issue quickly.,No
PKTLC-3C02E2,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.67,1007.32,0,Problem not resolved even after visiting the franchise office twice.,Yes
PKTLC-0253ED,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,221.41,0,Call drops every 5 minutes. Signal strength always shows one bar.,Yes
PKTLC-5EC334,Male,0,No,No,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.94,3561.53,1,,No
PKTLC-242BC5,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.47,376.91,0,Support team was helpful and resolved my issue quickly.,No
PKTLC-284FDD,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),50.95,908.95,1,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-963632,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.04,1396.34,0,Complaint ticket was closed without resolving the actual underlying issue.,No
PKTLC-C8831B,Male,1,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),94.12,4526.63,2,Network is decent in my area. No major complaints so far.,No
PKTLC-0A63FE,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.43,1240.77,1,Hidden charges on my bill that were never disclosed during signup.,No
PKTLC-34D85C,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.76,136.55,1,Overall satisfied with the service. No major issues at this point.,No
PKTLC-A752E0,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),88.56,5727.48,2,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-656AA5,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.11,875.63,1,Service has improved compared to last year. Good progress overall.,No
PKTLC-2618E8,Female,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.52,3021.0,1,No complaints at the moment. Service is working as expected.,No
PKTLC-170C04,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.09,214.03,0,Network quality is consistently good. No call drops in my area.,No
PKTLC-0DB517,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.94,686.64,2,Refund was promised two weeks ago but has still not been received.,No
PKTLC-02238C,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),76.91,1839.27,1,Support team was helpful and resolved my issue quickly.,No
PKTLC-05A4E7,Male,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.12,663.56,0,Service has improved compared to last year. Good progress overall.,No
PKTLC-07A45A,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),72.41,3977.43,2,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-43E814,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,82.33,852.92,2,Service has improved compared to last year. Good progress overall.,No
PKTLC-4482B5,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.01,531.1,2,Agent could not understand my issue and ended up disconnecting the call.,Yes
PKTLC-54A67A,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.94,818.46,2,,No
PKTLC-09F714,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),54.97,634.52,1,Double deduction happened on the 5th of this month. No explanation given.,No
PKTLC-D671B4,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),75.2,157.76,2,Generally happy but the recent bill increase was unexpected.,No
PKTLC-E1518F,Male,0,Yes,Yes,33,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,48.23,1453.18,1,Bahut zyada charges liye gaye mere account se bina kisi reason ke.,No
PKTLC-3A15B0,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,63.32,3044.13,1,"Connectivity issues ongoing since last week, no resolution from support.",Yes
PKTLC-BCAA13,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,79.19,3930.63,2,Price is fair but I wish the app was more user friendly.,No
PKTLC-4CA7ED,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.38,2972.29,2,Service has improved compared to last year. Good progress overall.,No
PKTLC-5ED180,Female,0,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),68.37,3808.61,1,"Connectivity issues ongoing since last week, no resolution from support.",No
PKTLC-1A5FB5,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,84.24,1158.74,2,"Coverage is pathetic in Gulshan, signal drops to zero at night.",No
PKTLC-8D854C,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.97,696.37,2,Signal completely disappears during rain. This is not acceptable.,Yes
PKTLC-FB483C,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.33,175.45,2,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-50DABC,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),85.28,2837.4,2,Double deduction happened on the 5th of this month. No explanation given.,No
PKTLC-7586B5,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.74,2156.79,1,Speed is reasonable during the day. Slightly slow in late evenings.,No
PKTLC-B11E1D,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),63.88,432.69,1,Service has improved compared to last year. Good progress overall.,No
PKTLC-DA78B3,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,72.87,755.33,2,Internet speed is average. Support team could use better training.,No
PKTLC-030562,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.78,439.27,0,Bill amount is much higher than what was promised at the time of joining.,No
PKTLC-25FE51,Male,1,Yes,No,18,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.31,918.19,1,Support team gave me incorrect information on multiple occasions.,Yes
PKTLC-4047C3,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.35,460.63,0,Bahut zyada charges liye gaye mere account se bina kisi reason ke.,No
PKTLC-E5D949,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,791.54,0,"Coverage is pathetic in Gulshan, signal drops to zero at night.",Yes
PKTLC-5467E7,Female,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),46.52,1971.68,1,Coverage in my area is fine but pricing has increased a bit recently.,Yes
PKTLC-93D29E,Female,0,Yes,Yes,58,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.02,4808.18,2,Data speed is fine during the day but slows down during peak evening hours.,Yes
PKTLC-BD0DE1,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,58.9,3605.27,1,,No
PKTLC-CA297A,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),55.54,59.96,1,Service quality is acceptable but the billing statement is hard to read.,Yes
PKTLC-D02BB4,Male,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.43,107.16,0,Service has improved compared to last year. Good progress overall.,No
PKTLC-21490C,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.56,1274.11,0,Generally happy but the recent bill increase was unexpected.,Yes
PKTLC-E20FB9,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.43,1375.54,1,No complaints at the moment. Service is working as expected.,No
PKTLC-EA3C09,Male,1,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),71.64,1245.62,2,"Coverage is pathetic in Gulshan, signal drops to zero at night.",No
PKTLC-4F3DB5,Male,1,Yes,Yes,21,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,50.58,1050.26,1,Download speed never exceeds 1 Mbps even at off-peak hours.,Yes
PKTLC-528F15,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.34,1400.9,2,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-9CF54C,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,55.64,558.06,1,Support resolved my query within a reasonable amount of time.,No
PKTLC-38C886,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,91.2,948.38,2,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-319F2D,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.48,789.18,1,No network in my basement office. Cannot attend calls while at work.,Yes
PKTLC-FF1B4C,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.27,1350.21,0,Generally happy but the recent bill increase was unexpected.,No
PKTLC-8E0191,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,141.21,0,Signal completely disappears during rain. This is not acceptable.,Yes
PKTLC-39219F,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.55,1300.98,2,Support team was helpful and resolved my issue quickly.,No
PKTLC-AD9217,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1169.01,0,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-901627,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.2,61.75,1,Same complaint raised three times but the issue has not been resolved.,Yes
PKTLC-C3E02D,Female,1,No,No,34,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.63,2119.01,1,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-30AC3F,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,53.6,1234.27,1,Support resolved my query within a reasonable amount of time.,No
PKTLC-43ED1E,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),53.83,2697.95,1,Generally happy but the recent bill increase was unexpected.,No
PKTLC-DF5C03,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,563.88,0,"Coverage is pathetic in Gulshan, signal drops to zero at night.",Yes
PKTLC-7CB898,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),49.23,3258.87,1,Data rollover feature is very useful. Good value overall.,No
PKTLC-D90CDF,Male,1,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.16,763.23,2,Network quality is consistently good. No call drops in my area.,No
PKTLC-36EB6D,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),55.45,2610.41,1,Double deduction happened on the 5th of this month. No explanation given.,Yes
PKTLC-1FA477,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.15,3107.63,2,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-F90D4D,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.28,1403.43,0,Speed is decent but customer support response time needs improvement.,No
PKTLC-14D9D2,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,66.34,3740.84,1,Overall satisfied with the service. No major issues at this point.,No
PKTLC-3FA4E3,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,70.61,1268.75,1,Response from live chat is automated and completely unhelpful.,No
PKTLC-DED48A,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),65.5,253.06,1,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-935A90,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.57,4440.31,2,Monthly charges keep increasing every few months without any notice.,No
PKTLC-B4D1F4,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,46.92,3083.07,1,Refund was promised two weeks ago but has still not been received.,No
PKTLC-6FEAEE,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,99.16,912.75,2,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-B75053,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),81.2,839.99,2,Reasonable price for the data allowance provided. Mostly satisfied.,No
PKTLC-091568,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.22,1469.82,0,The promised discount was never applied to my account.,No
PKTLC-5C31E7,Male,0,No,Yes,9,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),50.88,452.27,1,"Speed is okay, could be better but manageable for daily use.",No
PKTLC-86B917,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),68.73,2791.05,2,Connection is stable most of the time. Acceptable for the price.,No
PKTLC-7DE637,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.76,2320.25,2,Support team was helpful and resolved my issue quickly.,No
PKTLC-52B402,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.7,185.68,1,Data rollover feature is very useful. Good value overall.,No
PKTLC-2A6E43,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.35,749.82,1,,No
PKTLC-C9C19C,Female,0,No,No,55,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,56.6,2941.7,1,,No
PKTLC-D5CD02,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,82.7,1454.1,2,Data speed is like 2G even though I have a 4G SIM. Waste of money.,Yes
PKTLC-DACED9,Male,0,No,No,12,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.5,884.44,1,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-CC95B1,Male,1,No,No,46,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.71,2483.07,1,Coverage in my area is fine but pricing has increased a bit recently.,No
PKTLC-44367D,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.69,116.72,1,Network is decent in my area. No major complaints so far.,No
PKTLC-21A354,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,176.49,0,Refund was promised two weeks ago but has still not been received.,Yes
PKTLC-E1D398,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.71,2042.74,1,The promised discount was never applied to my account.,No
PKTLC-D7459F,Female,0,No,Yes,40,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.41,2289.38,1,Data speed is fine during the day but slows down during peak evening hours.,No
PKTLC-F7E269,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.23,702.23,0,Coverage in my area is fine but pricing has increased a bit recently.,Yes
PKTLC-11C4A4,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.16,1494.45,0,Speed is decent but customer support response time needs improvement.,No
PKTLC-B459A4,Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,50.84,2091.31,1,Constantly losing 4G signal and reverting to EDGE. Very disappointing.,No
PKTLC-4E3BD6,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.78,83.67,1,Staff was rude and unhelpful when I called to report the problem.,Yes
PKTLC-087FC0,Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,77.7,2858.66,2,Service has improved compared to last year. Good progress overall.,No
PKTLC-F1187D,Female,1,No,Yes,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.34,493.31,1,Double deduction happened on the 5th of this month. No explanation given.,Yes
PKTLC-2E6129,Female,1,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.59,962.58,2,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-CB0A27,Female,0,No,Yes,71,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,45.21,3171.3,1,Network quality is consistently good. No call drops in my area.,No
PKTLC-727FCC,Female,0,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),71.55,5068.25,1,Decent coverage in my city. Occasional slow speed on weekends.,No
PKTLC-1ADDEB,Male,0,No,No,53,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,50.86,2688.17,1,The promised discount was never applied to my account.,No
PKTLC-593C32,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.24,2445.58,2,Agent could not understand my issue and ended up disconnecting the call.,No
PKTLC-23E619,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.65,3669.75,1,Network quality is consistently good. No call drops in my area.,No
PKTLC-8660D2,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.13,332.43,0,Been waiting for a resolution since last week with no update.,Yes
PKTLC-5760A9,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.28,1451.69,0,,No
PKTLC-92F13D,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,101.63,1490.52,2,,No
PKTLC-299C2E,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.38,1303.99,2,Support resolved my query within a reasonable amount of time.,No
PKTLC-CE36A9,Female,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.41,20.75,0,Service is generally fine. Minor issues occur occasionally.,No
PKTLC-07D638,Female,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,87.95,5452.5,2,Data rollover feature is very useful. Good value overall.,No
PKTLC-329A3B,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),83.53,1395.51,2,,No
PKTLC-439BEA,Female,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.16,682.97,0,Network outage for the third time this month. Unacceptable service.,Yes
PKTLC-DC2DE6,Female,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),93.57,698.44,2,Happy with the new fiber package. Speed is much better than before.,No
PKTLC-FE4EC4,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.22,206.46,1,I was charged twice for the same bundle this month. Please investigate.,Yes
PKTLC-675258,Female,0,Yes,Yes,16,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,60.12,943.85,1,Constantly losing 4G signal and reverting to EDGE. Very disappointing.,Yes
PKTLC-BB23FD,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.13,1378.0,2,No network in my basement office. Cannot attend calls while at work.,Yes
